
OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
707,11/6/2009,207,$ 22.67,MHEMQ,4,11/6/2009
733,16/6/2009,207,$ 46.38,U74LF,4,16/6/2009
783,25/6/2009,207,$ 14.66,6Q7T3,4,25/6/2009
802,30/6/2009,207,$ 9.25,BZZ3Z,4,30/6/2009
936,23/7/2009,207,$ 29.41,BYNX4,4,23/7/2009
958,27/7/2009,207,$ 30.60,QQFV6,4,28/7/2009
1043,11/8/2009,207,$ 83.24,LNHHE,4,11/8/2009
1074,18/8/2009,207,$ 57.41,2WE66,4,18/8/2009
1117,25/8/2009,207,$ 75.63,LXE87,4,25/8/2009
1174,3/9/2009,207,$ 82.71,2GYRW,4,3/9/2009
1245,15/9/2009,207,$ 60.77,PWDKC,4,15/9/2009
1280,22/9/2009,207,$ 55.27,D5AP2,4,22/9/2009
1378,8/10/2009,207,$ 38.15,4RB2N,4,8/10/2009
1597,3/11/2009,207,$ 58.52,MLWHL,4,3/11/2009
1661,10/11/2009,207,$ 37.72,Z642W,4,10/11/2009
1905,1/12/2009,207,$ 53.44,4AZMQ,4,1/12/2009
1992,8/12/2009,207,$ 31.40,7XWFQ,4,8/12/2009
2057,15/12/2009,207,$ 41.51,PSESN,4,15/12/2009
2107,21/12/2009,207,$ 81.22,GLUH6,4,22/12/2009
2499,26/1/2010,207,$ 76.44,8C37P,4,26/1/2010
2631,2/2/2010,207,$ 72.02,SZFQG,4,3/2/2010
2871,16/2/2010,207,$ 71.81,FD9LD,4,17/2/2010
2973,22/2/2010,207,$ 22.98,QPDJP,4,23/2/2010
3049,26/2/2010,207,$ 21.88,SAFUP,4,26/2/2010
3110,2/3/2010,207,$ 64.94,AXV93,4,2/3/2010
3211,8/3/2010,207,$ 57.05,DX6JP,4,8/3/2010
287,28/1/2009,225,$ 16.99,TFCX6,3,29/1/2009
308,10/2/2009,230,$ 16.66,GEM33,3,10/2/2009
348,5/3/2009,230,$ 18.70,89WWL,4,5/3/2009
434,14/4/2009,230,$ 21.34,H9545,3,14/4/2009
257,6/1/2009,253,$ 57.51,6T3J5,3,6/1/2009
274,15/1/2009,253,$ 64.83,GE3YZ,3,15/1/2009
277,20/1/2009,253,$ 80.48,NNY5A,3,20/1/2009
283,27/1/2009,253,$ 91.53,GHWB5,3,27/1/2009
293,2/2/2009,253,$ 54.86,XAAX4,2,2/2/2009
295,4/2/2009,253,$ 50.12,YNGMD,2,4/2/2009
309,11/2/2009,253,$ 76.89,BADHL,2,11/2/2009
310,11/2/2009,253,$ 18.75,T5Q4Y,2,11/2/2009
352,9/3/2009,253,$ 93.34,TVFB2,4,10/3/2009
381,19/3/2009,253,$ 88.84,U928K,4,19/3/2009
387,24/3/2009,253,$ 83.93,WB4PC,4,24/3/2009
393,26/3/2009,253,$ 21.29,NQDWX,4,26/3/2009
399,31/3/2009,253,$ 72.70,FZ8JJ,4,31/3/2009
405,2/4/2009,253,$ 47.92,QHZNE,3,2/4/2009
411,7/4/2009,253,$ 115.56,RJRFJ,4,7/4/2009
419,9/4/2009,253,$ 32.34,MFCUJ,3,9/4/2009
420,9/4/2009,253,$ 5.45,QNYTH,3,9/4/2009
435,14/4/2009,253,$ 67.21,8JT56,4,14/4/2009
439,16/4/2009,253,$ 16.96,9DY9B,3,16/4/2009
468,23/4/2009,253,$ 85.90,HD3G5,4,23/4/2009
499,30/4/2009,253,$ 102.09,EJKBT,4,30/4/2009
528,5/5/2009,253,$ 53.73,%%528,4,5/5/2009
533,7/5/2009,253,$ 78.98,%%533,3,7/5/2009
563,12/5/2009,253,$ 81.41,J2SPA,4,12/5/2009
606,20/5/2009,253,$ 40.97,FT5V7,4,21/5/2009
613,21/5/2009,253,$ 59.61,YWH23,4,21/5/2009
636,26/5/2009,253,$ 104.19,Z4ARW,4,26/5/2009
680,4/6/2009,253,$ 91.58,LHMJE,5,5/6/2009
681,4/6/2009,253,$ 13.27,CJFXQ,5,5/6/2009
696,9/6/2009,253,$ 25.33,49C7Q,3,9/6/2009
736,16/6/2009,253,$ 141.65,FMXXY,4,16/6/2009
762,19/6/2009,253,$ 38.99,ZVMV5,5,19/6/2009
785,25/6/2009,253,$ 105.84,BRHGR,4,25/6/2009
791,26/6/2009,253,$ 36.05,2J6HL,5,26/6/2009
826,2/7/2009,253,$ 68.47,M7MKC,6,2/7/2009
844,7/7/2009,253,$ 167.73,LDMDP,3,7/7/2009
896,14/7/2009,253,$ 243.92,4TWU6,4,14/7/2009
930,21/7/2009,253,$ 67.33,GGTHH,4,21/7/2009
939,23/7/2009,253,$ 78.30,RCAUB,6,23/7/2009
991,31/7/2009,253,$ 73.45,7MU9B,5,31/7/2009
1004,4/8/2009,253,$ 112.51,AEPLY,4,4/8/2009
1044,11/8/2009,253,$ 275.94,KV7M2,4,11/8/2009
1065,17/8/2009,253,$ 93.54,QQECQ,4,18/8/2009
1072,18/8/2009,253,$ 8.55,4M6FH,4,18/8/2009
1121,25/8/2009,253,$ 117.28,W499U,3,25/8/2009
1163,1/9/2009,253,$ 133.15,TMDA6,3,1/9/2009
1164,1/9/2009,253,$ 15.10,FQNRH,3,1/9/2009
1211,8/9/2009,253,$ 77.84,4LWYX,3,8/9/2009
1249,15/9/2009,253,$ 120.71,FSRRY,3,15/9/2009
1295,23/9/2009,253,$ 183.56,XH7S2,6,24/9/2009
1306,24/9/2009,253,$ 12.89,D69ZH,6,24/9/2009
1326,29/9/2009,253,$ 64.67,RDVP5,3,29/9/2009
1381,8/10/2009,253,$ 193.02,JDKYJ,6,8/10/2009
1419,14/10/2009,253,$ 136.45,73SV2,6,15/10/2009
1429,15/10/2009,253,$ 23.74,AMQFX,6,15/10/2009
1594,3/11/2009,253,$ 141.14,LFS67,3,3/11/2009
1622,5/11/2009,253,$ 33.35,DJEBJ,5,6/11/2009
1749,12/11/2009,253,$ 58.25,NTZMY,15,13/11/2009
1944,4/12/2009,253,$ 184.13,8A7CG,5,4/12/2009
1998,9/12/2009,253,$ 82.70,UKJ9G,9,9/12/2009
2022,11/12/2009,253,$ 14.99,GA4BG,5,11/12/2009
2093,18/12/2009,253,$ 78.28,E84RF,5,18/12/2009
2146,28/12/2009,253,$ 198.74,ZPKKR,18,28/12/2009
2148,28/12/2009,253,$ 5.12,YH4N5,18,28/12/2009
2233,5/1/2010,253,$ 65.16,XRSCD,3,5/1/2010
2250,7/1/2010,253,$ 31.15,WGQQY,6,7/1/2010
2324,12/1/2010,253,$ 210.89,NSU2Q,3,12/1/2010
2408,19/1/2010,253,$ 105.74,DTSTE,3,19/1/2010
2500,26/1/2010,253,$ 166.46,B52SU,3,26/1/2010
2573,30/1/2010,253,$ 42.40,3QJXT,18,1/2/2010
2598,1/2/2010,253,$ 136.11,B228X,18,1/2/2010
2744,9/2/2010,253,$ 203.43,6875M,3,9/2/2010
2853,15/2/2010,253,$ 129.07,FN8AT,18,15/2/2010
2971,22/2/2010,253,$ 166.37,PCPFA,18,22/2/2010
3089,1/3/2010,253,$ 165.14,Y2R9C,18,1/3/2010
3225,8/3/2010,253,$ 294.27,FCSCN,18,8/3/2010
270,14/1/2009,277,$ 127.47,EZATD,2,14/1/2009
286,28/1/2009,277,$ 146.09,QLDNM,2,28/1/2009
315,15/2/2009,277,$ 89.30,SAMKG,2,16/2/2009
335,25/2/2009,277,$ 169.72,7ZQQK,2,25/2/2009
362,11/3/2009,277,$ 104.45,ZAAAS,4,12/3/2009
383,19/3/2009,277,$ 187.81,VMNHJ,4,19/3/2009
404,2/4/2009,277,$ 117.76,RC8HW,4,2/4/2009
417,9/4/2009,277,$ 64.80,249WL,4,9/4/2009
437,15/4/2009,277,$ 47.03,MGVDQ,4,16/4/2009
458,20/4/2009,277,$ 94.87,X8R62,4,21/4/2009
565,12/5/2009,277,$ 181.30,CLA2G,4,12/5/2009
614,21/5/2009,277,$ 118.76,R37EN,4,21/5/2009
695,9/6/2009,277,$ 177.12,PZVFL,4,9/6/2009
758,18/6/2009,277,$ 120.61,YXKDK,4,18/6/2009
820,2/7/2009,277,$ 137.01,FFBGH,4,2/7/2009
885,13/7/2009,277,$ 179.49,TFDVF,4,14/7/2009
967,29/7/2009,277,$ 100.05,8BFPY,4,30/7/2009
1061,17/8/2009,277,$ 269.13,25PEQ,4,18/8/2009
1169,2/9/2009,277,$ 234.59,9JJLS,4,3/9/2009
1289,22/9/2009,277,$ 136.58,6JP8C,4,22/9/2009
1331,29/9/2009,277,$ 105.68,GNUB5,4,29/9/2009
1467,20/10/2009,277,$ 153.09,HDAW4,4,21/10/2009
1593,3/11/2009,277,$ 212.57,7VUM4,4,3/11/2009
1693,11/11/2009,277,$ 199.81,CQ494,11,11/11/2009
2071,16/12/2009,277,$ 336.72,TZBTU,4,17/12/2009
2121,22/12/2009,277,$ 100.14,5VC6G,4,22/12/2009
2325,12/1/2010,277,$ 263.48,WMZCH,11,13/1/2010
2470,25/1/2010,277,$ 286.32,E8GYU,4,25/1/2010
2620,2/2/2010,277,$ 214.04,FM776,4,2/2/2010
2975,22/2/2010,277,$ 210.30,M28FM,4,1/3/2010
3226,8/3/2010,277,$ 200.38,4J2YE,4,9/3/2010
304,9/2/2009,407,$ 20.55,UP3XG,3,12/2/2009
268,13/1/2009,457,$ 50.21,RJ4JJ,2,14/1/2009
349,5/3/2009,457,$ 39.44,CQYRU,4,5/3/2009
927,21/7/2009,457,$ 50.67,DU3LF,3,21/7/2009
2041,14/12/2009,457,$ 92.25,5XDTF,18,14/12/2009
2296,11/1/2010,457,$ 56.07,EBYL4,18,11/1/2010
2386,18/1/2010,457,$ 28.81,K8RMX,18,18/1/2010
2479,25/1/2010,457,$ 53.89,LRSNB,18,25/1/2010
2963,22/2/2010,457,$ 37.13,HS96B,18,22/2/2010
3131,3/3/2010,457,$ 60.24,6MN4M,11,3/3/2010
3208,8/3/2010,457,$ 42.56,XKBEP,18,8/3/2010
329,19/2/2009,464,$ 12.60,RR7TA,3,19/2/2009
263,12/1/2009,550,$ 87.63,6GC3F,2,12/1/2009
303,9/2/2009,550,$ 89.33,A8UEG,2,9/2/2009
334,23/2/2009,550,$ 177.63,RB7XZ,2,23/2/2009
661,31/5/2009,550,$ 101.09,U8SZM,4,2/6/2009
769,22/6/2009,550,$ 94.34,CJ9Z6,4,23/6/2009
2246,6/1/2010,550,$ 113.77,FA48Z,6,7/1/2010
281,24/1/2009,616,$ 101.22,VRL6K,3,27/1/2009
372,17/3/2009,616,$ 93.29,N45NC,4,17/3/2009
457,20/4/2009,616,$ 191.62,6YBX6,4,21/4/2009
594,19/5/2009,807,$ 89.56,6P9J6,3,19/5/2009
710,11/6/2009,807,$ 32.70,E8AYE,6,11/6/2009
890,14/7/2009,807,$ 41.79,Y9LM2,3,14/7/2009
2106,21/12/2009,825,$ 52.39,ACEYT,4,22/12/2009
267,13/1/2009,891,$ 131.98,GL97J,3,13/1/2009
282,27/1/2009,891,$ 105.73,BYLT6,3,27/1/2009
305,10/2/2009,891,$ 136.07,8FE37,3,10/2/2009
336,25/2/2009,891,$ 117.51,MQTTC,2,25/2/2009
359,10/3/2009,891,$ 134.00,MD6NG,4,10/3/2009
401,1/4/2009,891,$ 155.35,5ZRKG,4,2/4/2009
432,14/4/2009,891,$ 67.66,KSZ83,4,14/4/2009
492,27/4/2009,891,$ 145.37,BPA97,4,28/4/2009
592,18/5/2009,891,$ 117.51,KLNRT,4,19/5/2009
650,28/5/2009,891,$ 127.47,J7GNQ,4,28/5/2009
703,10/6/2009,891,$ 66.28,QS5SA,4,11/6/2009
729,15/6/2009,891,$ 66.08,ASV3U,4,16/6/2009
770,22/6/2009,891,$ 54.13,R2VGF,4,23/6/2009
889,14/7/2009,891,$ 47.88,SRWVH,4,14/7/2009
924,20/7/2009,891,$ 44.42,42PKC,4,21/7/2009
1204,8/9/2009,891,$ 114.02,VCRBQ,4,8/9/2009
1476,21/10/2009,891,$ 56.03,QTPU4,4,22/10/2009
1616,5/11/2009,891,$ 130.41,S58HG,4,5/11/2009
1818,18/11/2009,891,$ 51.33,X3SAP,4,18/11/2009
1961,6/12/2009,891,$ 60.92,FRTLZ,4,7/12/2009
2122,22/12/2009,891,$ 45.71,KRHW8,4,22/12/2009
2131,23/12/2009,891,$ 63.31,UR5YA,4,23/12/2009
2432,21/1/2010,891,$ 69.55,S5P2B,4,21/1/2010
2678,4/2/2010,891,$ 132.97,M6ZDH,4,5/2/2010
280,20/1/2009,899,$ 12.29,WNYJY,3,20/1/2009
2330,12/1/2010,937,$ 41.35,PNQCR,11,13/1/2010
2403,19/1/2010,937,$ 35.54,5WV2U,11,20/1/2010
2510,27/1/2010,937,$ 48.65,RQ5QF,11,27/1/2010
3130,3/3/2010,937,$ 56.33,VLU5R,11,3/3/2010
2203,4/1/2010,940,$ 116.41,8FRRC,5,8/1/2010
560,10/5/2009,1023,$ 28.82,QZGXS,5,15/5/2009
589,15/5/2009,1023,$ 26.37,BT94E,5,15/5/2009
619,21/5/2009,1023,$ 46.00,AUJMK,5,22/5/2009
1229,11/9/2009,1023,$ 36.99,VGRTP,5,11/9/2009
1349,1/10/2009,1023,$ 76.52,2RUUP,5,2/10/2009
2140,27/12/2009,1027,$ 42.82,SBTD6,15,28/12/2009
342,1/3/2009,1409,$ 25.93,7EMRK,3,3/3/2009
602,19/5/2009,1409,$ 27.01,NQFQ2,4,19/5/2009
1496,22/10/2009,1409,$ 53.66,6E8YW,7,27/10/2009
259,6/1/2009,1558,$ 62.74,M5QH8,3,6/1/2009
284,27/1/2009,1558,$ 71.88,ELLRK,3,27/1/2009
371,17/3/2009,1558,$ 44.01,3EKEU,3,17/3/2009
394,26/3/2009,1558,$ 37.78,23697,3,26/3/2009
600,19/5/2009,1558,$ 46.98,QHYY3,3,19/5/2009
1591,3/11/2009,1558,$ 138.56,ZDV3V,3,3/11/2009
1798,17/11/2009,1558,$ 76.85,J4CHJ,3,17/11/2009
1869,23/11/2009,1558,$ 236.45,JP9SK,3,24/11/2009
1903,30/11/2009,1558,$ 102.90,CANUH,3,1/12/2009
1990,8/12/2009,1558,$ 50.47,WGXUY,3,8/12/2009
1991,8/12/2009,1558,$ 14.21,SF5DE,3,8/12/2009
2058,15/12/2009,1558,$ 281.61,85Q2P,3,15/12/2009
2231,5/1/2010,1558,$ 112.77,L3R8S,3,5/1/2010
307,10/2/2009,1588,$ 18.32,FLUWJ,3,10/2/2009
269,14/1/2009,1625,$ 33.22,5A8NQ,2,14/1/2009
545,8/5/2009,1625,$ 48.49,ZM7RS,5,8/5/2009
624,22/5/2009,1625,$ 36.40,ADX6Z,5,22/5/2009
989,31/7/2009,1625,$ 50.07,E4YCW,5,31/7/2009
1099,21/8/2009,1625,$ 27.39,FXP6M,5,21/8/2009
1303,24/9/2009,1625,$ 35.56,4F8CJ,6,24/9/2009
1567,30/10/2009,1625,$ 50.38,Q5HP4,5,30/10/2009
2567,29/1/2010,1625,$ 33.81,RSAGK,5,29/1/2010
1067,18/8/2009,1701,$ 57.33,6NT9F,5,21/8/2009
1214,9/9/2009,1701,$ 50.49,CEQTU,5,11/9/2009
1307,24/9/2009,1701,$ 91.76,RKCZ4,5,25/9/2009
1389,8/10/2009,1701,$ 28.39,9QYWB,5,9/10/2009
1432,15/10/2009,1701,$ 28.79,JM2EN,5,16/10/2009
1568,30/10/2009,1701,$ 53.12,VF6B5,5,30/10/2009
1872,24/11/2009,1701,$ 51.63,AHLRY,11,25/11/2009
2087,18/12/2009,1701,$ 106.28,FFZJY,5,18/12/2009
2174,30/12/2009,1701,$ 116.42,YKWFT,15,4/1/2010
1336,30/9/2009,1844,$ 53.14,Y5YYS,5,2/10/2009
1514,24/10/2009,1925,$ 87.58,6H6RE,6,29/10/2009
358,10/3/2009,2195,$ 49.15,94DQP,3,12/3/2009
374,17/3/2009,2195,$ 23.27,YBPWT,3,19/3/2009
641,27/5/2009,2195,$ 53.77,JXVNF,3,28/5/2009
662,1/6/2009,2195,$ 47.58,PE48Q,3,2/6/2009
2585,31/1/2010,2195,$ 95.46,PMN5Q,3,2/2/2010
2872,16/2/2010,2195,$ 64.84,ZSGQ6,9,17/2/2010
2259,7/1/2010,2235,$ 25.72,W66VA,15,11/1/2010
2336,13/1/2010,2235,$ 16.54,TBTJV,15,18/1/2010
2405,19/1/2010,2235,$ 14.35,BD4LG,15,25/1/2010
2804,12/2/2010,2235,$ 35.57,WPWWG,15,15/2/2010
297,4/2/2009,2583,$ 21.37,ST4GF,2,4/2/2009
709,11/6/2009,2583,$ 25.19,RXS2X,6,11/6/2009
757,18/6/2009,2583,$ 15.41,4ZWBZ,6,18/6/2009
780,25/6/2009,2583,$ 31.34,JEUNE,6,25/6/2009
825,2/7/2009,2583,$ 21.86,33DKS,6,2/7/2009
937,23/7/2009,2583,$ 17.14,B6G8Q,6,23/7/2009
1089,20/8/2009,2583,$ 35.86,ERR8E,6,20/8/2009
1177,3/9/2009,2583,$ 34.83,3QH8W,6,3/9/2009
1222,10/9/2009,2583,$ 59.49,DFQ89,6,10/9/2009
1261,17/9/2009,2583,$ 21.72,W4JLW,6,17/9/2009
1305,24/9/2009,2583,$ 15.76,PT396,6,24/9/2009
1346,1/10/2009,2583,$ 34.94,WEFFM,6,1/10/2009
1382,8/10/2009,2583,$ 28.88,4KQHY,6,8/10/2009
1489,22/10/2009,2583,$ 19.76,2QETX,6,22/10/2009
1706,11/11/2009,2583,$ 29.80,AQCBP,11,11/11/2009
1975,7/12/2009,2583,$ 57.62,RK3GG,18,7/12/2009
2145,28/12/2009,2583,$ 69.13,X3FLH,18,28/12/2009
2770,10/2/2010,2583,$ 33.40,C3BEH,11,10/2/2010
3048,26/2/2010,2583,$ 30.45,ALDXX,5,26/2/2010
331,21/2/2009,2930,$ 69.84,UXTWC,2,23/2/2009
322,17/2/2009,3181,$ 18.35,836WT,3,17/2/2009
